date,team1,team2,team1players,team2players,team1score,team2score,winner,url
2017-06-01 19:30:00,Giants Gaming,Team Heretics,"['TojoR', 'MethodZ', 'YaKo', 'Lgend', 'TBD']","['Oney', 'Pabloskis', 'JurNii', 'Lucky', 'TBD']",0,3,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FSuperLiga%2FSeason_12%2FRegular_Season
2017-06-07 18:00:00,KIYF eSports Club,EMonkeyZ,"['Sukry', 'Supraaz', 'Dirty', 'Drumpz', 'TBD']","['CooperZ', 'GeNoX', 'Machete', 'SupeR', 'XCaLa']",3,2,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FSuperLiga%2FSeason_12%2FRegular_Season
2017-06-07 19:30:00,Giants Gaming,Movistar Riders,"['TojoR', 'MethodZ', 'YaKo', 'Lgend', 'TBD']","['Dean', 'Denza', 'PuNi', 'Sammy', 'TBD']",3,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FSuperLiga%2FSeason_12%2FRegular_Season
2017-06-08 18:00:00,PAM eSports,Baskonia eSports,"['MeTTalZz', 'Mitoh', 'Stirpeeh', 'Xaxe', 'TBD']","['Bayon', 'Katru', 'PeLukaa', 'FlexZ', 'TBD']",3,1,1,https%3A%2F%2Fliquipedia.net%2FLVP%2FSuperLiga%2FSeason_12%2FRegular_Season
2017-06-08 19:30:00,Team MRN,Team Heretics,"['Buka', 'UAVSlays', 'Glaaix', 'IDaaNieeL', 'EBanks']","['Oney', 'Pabloskis', 'JurNii', 'Lucky', 'TBD']",0,3,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FSuperLiga%2FSeason_12%2FRegular_Season
2017-06-24 10:30:00,Team Heretics,KIYF eSports Club,"['Oney', 'Pabloskis', 'JurNii', 'Lucky']","['Sukry', 'Supraaz', 'Dirty', 'Drumpz']",1,4,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FSuperLiga%2FSeason_12
2017-06-24 13:00:00,Giants Gaming,EMonkeyZ,"['TojoR', 'MethodZ', 'YaKo', 'Lgend']","['CooperZ', 'GeNoX', 'XCaLa', 'SupeR']",2,4,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FSuperLiga%2FSeason_12
2017-06-24 16:00:00,KIYF eSports Club,EMonkeyZ,"['Sukry', 'Supraaz', 'Dirty', 'Drumpz']","['CooperZ', 'GeNoX', 'XCaLa', 'SupeR']",0,4,2,https%3A%2F%2Fliquipedia.net%2FLVP%2FSuperLiga%2FSeason_12
2017-07-09 08:00:00,VDA Gaming,Q1N9 Athletic Club,"['HaK1', 'L1hu4ZoU', 'EupHeMisTic', '103', 'A1tacker']","['SMILEJANG', 'PATR1K', 'EN2O', 'Dev1ce', 'Scre4m']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-10 08:00:00,HG Clan,Riverside Raccoons,"['DzYz', '鼠标', 'Dodg1', 'ZiJ1e', 'ASCE']","['选手', '蓝猫', '咩咩', '勇敢', '53']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-10 09:00:00,ViVi,Unique Gamers,"['RUOTONG', 'T1nyV', 'Tiger', 'Ouling', 'He1dAs']","['Hijack', 'WinXC', '幼颜巨婴M', 'Yudong', 'V1King']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-14 10:30:00,All Gamers,Super Valiant Gaming,"['你的狙击我打穿', '魔', 'GAMtD', '翼龙', 'Bling']","['AYawY', 'DaEvA', 'Yybc', 'PrinCesS', 'KATO']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-14 12:30:00,Acme Exclamation,Super Gaming,"['RA1nBowDa5h', 'Xneomorph', 'Kco0', 'ATTAy', 'Oskar']","['Calvyyy', 'Mingz1', 'GARUAE', '117', 'Roar']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-15 06:30:00,VDA Gaming,HG Clan,"['HaK1', 'L1hu4ZoU', 'EupHeMisTic', '103', 'A1tacker']","['DzYz', '鼠标', 'Dodg1', 'ZiJ1e', 'ASCE']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-15 08:30:00,ViVi,Q1N9 Athletic Club,"['RUOTONG', 'T1nyV', 'Tiger', 'Ouling', 'He1dAs']","['SMILEJANG', 'PATR1K', 'EN2O', 'Dev1ce', 'Scre4m']",1,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-16 06:30:00,Acme Exclamation,Unique Gamers,"['RA1nBowDa5h', 'Xneomorph', 'Kco0', 'ATTAy', 'Oskar']","['Hijack', 'WinXC', '幼颜巨婴M', 'Yudong', 'V1King']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-16 08:30:00,All Gamers,Riverside Raccoons,"['你的狙击我打穿', '魔', 'GAMtD', '翼龙', 'Bling']","['选手', '蓝猫', '咩咩', '勇敢', '53']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-21 10:30:00,Super Gaming,Super Valiant Gaming,"['Calvyyy', 'Mingz1', 'GARUAE', '117', 'Roar']","['AYawY', 'DaEvA', 'Yybc', 'PrinCesS', 'KATO']",1,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-21 12:30:00,VDA Gaming,ViVi,"['HaK1', 'L1hu4ZoU', 'EupHeMisTic', '103', 'A1tacker']","['RUOTONG', 'T1nyV', 'Tiger', 'Ouling', 'He1dAs']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-22 06:30:00,All Gamers,HG Clan,"['你的狙击我打穿', '魔', 'GAMtD', '翼龙', 'Bling']","['DzYz', '鼠标', 'Dodg1', 'ZiJ1e', 'ASCE']",2,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-22 08:30:00,Acme Exclamation,Q1N9 Athletic Club,"['RA1nBowDa5h', 'Xneomorph', 'Kco0', 'ATTAy', 'Oskar']","['SMILEJANG', 'PATR1K', 'EN2O', 'Dev1ce', 'Scre4m']",1,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-23 06:30:00,Super Gaming,Riverside Raccoons,"['Calvyyy', 'Mingz1', 'GARUAE', '117', 'Roar']","['选手', '蓝猫', '咩咩', '勇敢', '53']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-23 08:30:00,Super Valiant Gaming,Unique Gamers,"['AYawY', 'DaEvA', 'Yybc', 'PrinCesS', 'KATO']","['Hijack', 'WinXC', '幼颜巨婴M', 'Yudong', 'V1King']",2,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-28 00:00:00,FaZe Clan,Team Envy,"['Gunless', 'Enable', 'ZooMaa', 'Attach']","['JKap', 'SlasheR', 'John', 'Apathy']",2,3,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-28 00:00:00,OpTic Gaming,Fnatic,"['Scump', 'FormaL', 'Crimsix', 'Karma']","['Tommey', 'Wuskin', 'Skrapz', 'SunnyB']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-28 00:00:00,EUnited,Enigma6 Group,"['SiLLY', 'Arcitys', 'Prestinni', 'Clayster']","['General', 'Kade', 'Proto', 'Royalty']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-28 00:00:00,Luminosity Gaming,Splyce,"['Saints', 'Classic', 'Slacked', 'Octane']","['Bance', 'MadCat', 'Jurd', 'Zer0']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-28 10:30:00,VDA Gaming,All Gamers,"['HaK1', 'L1hu4ZoU', 'EupHeMisTic', '103', 'A1tacker']","['你的狙击我打穿', '魔', 'GAMtD', '翼龙', 'Bling']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-28 12:30:00,Super Gaming,HG Clan,"['Calvyyy', 'Mingz1', 'GARUAE', '117', 'Roar']","['DzYz', '鼠标', 'Dodg1', 'ZiJ1e', 'ASCE']",1,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-29 00:00:00,Team Envy,Luminosity Gaming,"['JKap', 'SlasheR', 'John', 'Apathy']","['Saints', 'Classic', 'Slacked', 'Octane']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-29 00:00:00,OpTic Gaming,FaZe Clan,"['Scump', 'FormaL', 'Crimsix', 'Karma']","['Gunless', 'Enable', 'ZooMaa', 'Attach']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-29 00:00:00,Luminosity Gaming,Fnatic,"['Saints', 'Classic', 'Slacked', 'Octane']","['Tommey', 'Wuskin', 'Skrapz', 'SunnyB']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-29 00:00:00,Fnatic,Enigma6 Group,"['Tommey', 'Wuskin', 'Skrapz', 'SunnyB']","['General', 'Kade', 'Proto', 'Royalty']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-29 00:00:00,Splyce,FaZe Clan,"['Bance', 'MadCat', 'Jurd', 'Zer0']","['Gunless', 'Enable', 'ZooMaa', 'Attach']",1,3,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-29 00:00:00,EUnited,OpTic Gaming,"['SiLLY', 'Arcitys', 'Prestinni', 'Clayster']","['Scump', 'FormaL', 'Crimsix', 'Karma']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-29 06:30:00,Acme Exclamation,ViVi,"['RA1nBowDa5h', 'Xneomorph', 'Kco0', 'ATTAy', 'Oskar']","['RUOTONG', 'T1nyV', 'Tiger', 'Ouling', 'He1dAs']",1,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-29 08:30:00,Super Valiant Gaming,Q1N9 Athletic Club,"['AYawY', 'DaEvA', 'Yybc', 'PrinCesS', 'KATO']","['SMILEJANG', 'PATR1K', 'EN2O', 'Dev1ce', 'Scre4m']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-30 00:00:00,Team Envy,EUnited,"['JKap', 'SlasheR', 'John', 'Apathy']","['SiLLY', 'Arcitys', 'Prestinni', 'Clayster']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-30 00:00:00,EUnited,OpTic Gaming,"['SiLLY', 'Arcitys', 'Prestinni', 'Clayster']","['Scump', 'FormaL', 'Crimsix', 'Karma']",2,3,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-30 00:00:00,Team Envy,OpTic Gaming,"['JKap', 'SlasheR', 'John', 'Apathy']","['Scump', 'FormaL', 'Crimsix', 'Karma']",2,6,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-30 00:00:00,OpTic Gaming,Luminosity Gaming,"['Scump', 'FormaL', 'Crimsix', 'Karma']","['Saints', 'Classic', 'Slacked', 'Octane']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FPro_League%2FStage_2%2FPlayoffs
2017-07-30 06:30:00,Unique Gamers,Riverside Raccoons,"['Hijack', 'WinXC', '幼颜巨婴M', 'Yudong', 'V1King']","['选手', '蓝猫', '咩咩', '勇敢', '53']",1,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-07-30 08:30:00,Super Gaming,All Gamers,"['Calvyyy', 'Mingz1', 'GARUAE', '117', 'Roar']","['你的狙击我打穿', '魔', 'GAMtD', '翼龙', 'Bling']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-08-04 10:30:00,Super Valiant Gaming,ViVi,"['AYawY', 'DaEvA', 'Yybc', 'PrinCesS', 'KATO']","['RUOTONG', 'T1nyV', 'Tiger', 'Ouling', 'He1dAs']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-08-04 12:30:00,Unique Gamers,HG Clan,"['Hijack', 'WinXC', '幼颜巨婴M', 'Yudong', 'V1King']","['DzYz', '鼠标', 'Dodg1', 'ZiJ1e', 'ASCE']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-08-05 06:30:00,VDA Gaming,Acme Exclamation,"['HaK1', 'L1hu4ZoU', 'EupHeMisTic', '103', 'A1tacker']","['RA1nBowDa5h', 'Xneomorph', 'Kco0', 'ATTAy', 'Oskar']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-08-05 08:30:00,Riverside Raccoons,Q1N9 Athletic Club,"['选手', '蓝猫', '咩咩', '勇敢', '53']","['SMILEJANG', 'PATR1K', 'EN2O', 'Dev1ce', 'Scre4m']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-08-06 06:30:00,Q1N9 Athletic Club,HG Clan,"['SMILEJANG', 'PATR1K', 'EN2O', 'Dev1ce', 'Scre4m']","['DzYz', '鼠标', 'Dodg1', 'ZiJ1e', 'ASCE']",2,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-08-06 08:30:00,Unique Gamers,All Gamers,"['Hijack', 'WinXC', '幼颜巨婴M', 'Yudong', 'V1King']","['你的狙击我打穿', '魔', 'GAMtD', '翼龙', 'Bling']",0,2,2,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_Online_Champions_League%2FSeason_2
2017-08-09 00:00:00,Cloud9,Rogue,"['ACHES', 'Assault', 'Xotic', 'Priest']","['Pandur', 'GodRx', 'Johnny', 'Stamino']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Rise Nation,Luminosity Gaming,"['Loony', 'AquA', 'Faccento', 'FeLo']","['Saints', 'Classic', 'Slacked', 'Octane']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,OpTic Gaming,Epsilon Esports,"['Scump', 'FormaL', 'Crimsix', 'Karma']","['Dqvee', 'Vortex', 'Hawqeh', 'Joshh']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Mindfreak.Black,Projekt Evil,"['Zepa', 'Setzyy', 'Hopey', 'Swiftaz0r']","['ProFeeZy', 'Glory', 'FA5TBALLA', 'Prophet']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Enigma6 Group,Team MRN Black,"['General', 'Kade', 'Proto', 'Royalty']","['Benji', 'Subsist', 'GefKid', 'Yohanson']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Luminosity Gaming,Supremacy,"['Saints', 'Classic', 'Slacked', 'Octane']","['Vortex', 'Malls', 'Eazy', 'TonyJs']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Team Envy,Mindfreak.Black,"['Apathy', 'John', 'JKap', 'SlasheR']","['Zepa', 'Setzyy', 'Hopey', 'Swiftaz0r']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Str8 Rippin,Evil Geniuses,"['StuDyy', 'Dashy', 'Ricky', 'Temp']","['NAMELESS', 'Havok', 'Nagafen', 'Parasite']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Rise Nation,Team Vitality,"['Loony', 'AquA', 'Faccento', 'FeLo']","['ShAnE', 'Weeman', 'Braaain', 'Wailers']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,FaZe Clan,Team Allegiance,"['Enable', 'ZooMaa', 'Attach', 'Gunless']","['Nova', 'Mayhem', 'Believe', 'Spoof']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Epsilon Esports,Echo Fox,"['Dqvee', 'Vortex', 'Hawqeh', 'Joshh']","['Methodz', 'Mosh', 'MRuiz', 'Crowder']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Team Infused,Lethal Gaming,"['Alexx', 'Deleo', 'Niall', 'Nolson']","['JuJu', 'HumanJesus', 'KlinK', 'Hate']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Mindfreak,Team Infused,"['BuZZO', 'Shockz', 'Fighta', 'Denz']","['Alexx', 'Deleo', 'Niall', 'Nolson']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Ghost Gaming,Millenium,"['SpaceLy', 'Maux', 'LlamaGod', 'Lacefield']","['MarkyB', 'Peatie', 'Moose', 'QwiKeR']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,EUnited,Lethal Gaming,"['SiLLY', 'Arcitys', 'Prestinni', 'Clayster']","['JuJu', 'HumanJesus', 'KlinK', 'Hate']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Fnatic,Tainted Minds,"['Tommey', 'Wuskin', 'Skrapz', 'SunnyB']","['Excite', 'Nimble', 'Swifty', 'Damage']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Elevate,Projekt Evil,"['Zed', 'Watson', 'Reedy', 'Desire']","['ProFeeZy', 'Glory', 'FA5TBALLA', 'Prophet']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Splyce,Team Kaliber,"['Bance', 'MadCat', 'Jurd', 'Zer0']","['Happy', 'Theory', 'Accuracy', 'Goonjar']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Team Envy,Elevate,"['Apathy', 'John', 'JKap', 'SlasheR']","['Zed', 'Watson', 'Reedy', 'Desire']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,OpTic Gaming,3sUP,"['Scump', 'FormaL', 'Crimsix', 'Karma']","['Mochila', 'DraMa', 'Swarley', 'ColeChan']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,EUnited,Mindfreak,"['SiLLY', 'Arcitys', 'Prestinni', 'Clayster']","['BuZZO', 'Shockz', 'Fighta', 'Denz']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Echo Fox,3sUP,"['Methodz', 'Mosh', 'MRuiz', 'Crowder']","['Mochila', 'DraMa', 'Swarley', 'ColeChan']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-09 00:00:00,Supremacy,Team Vitality,"['Vortex', 'Malls', 'Eazy', 'TonyJs']","['ShAnE', 'Weeman', 'Braaain', 'Wailers']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Team Infused,Mindfreak,"['Alexx', 'Deleo', 'Niall', 'Nolson']","['BuZZO', 'Shockz', 'Fighta', 'Denz']",1,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Lethal Gaming,Mindfreak,"['JuJu', 'HumanJesus', 'KlinK', 'Hate']","['BuZZO', 'Shockz', 'Fighta', 'Denz']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Mindfreak.Black,Elevate,"['Zepa', 'Setzyy', 'Hopey', 'Swiftaz0r']","['Zed', 'Watson', 'Reedy', 'Desire']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Mindfreak,Lethal Gaming,"['BuZZO', 'Shockz', 'Fighta', 'Denz']","['JuJu', 'HumanJesus', 'KlinK', 'Hate']",1,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Ghost Gaming,Team Kaliber,"['SpaceLy', 'Maux', 'LlamaGod', 'Lacefield']","['Happy', 'Theory', 'Accuracy', 'Goonjar']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Luminosity Gaming,Team Vitality,"['Saints', 'Classic', 'Slacked', 'Octane']","['ShAnE', 'Weeman', 'Braaain', 'Wailers']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Team Infused,Lethal Gaming,"['Alexx', 'Deleo', 'Niall', 'Nolson']","['JuJu', 'HumanJesus', 'KlinK', 'Hate']",1,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Tainted Minds,Evil Geniuses,"['Excite', 'Nimble', 'Swifty', 'Damage']","['NAMELESS', 'Havok', 'Nagafen', 'Parasite']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Team Allegiance,Red Reserve,"['Nova', 'Mayhem', 'Believe', 'Spoof']","['Joee', 'Urban', 'Rated', 'Seany']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Team Envy,Projekt Evil,"['Apathy', 'John', 'JKap', 'SlasheR']","['ProFeeZy', 'Glory', 'FA5TBALLA', 'Prophet']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Str8 Rippin,Tainted Minds,"['StuDyy', 'Dashy', 'Ricky', 'Temp']","['Excite', 'Nimble', 'Swifty', 'Damage']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Millenium,Team Kaliber,"['MarkyB', 'Peatie', 'Moose', 'QwiKeR']","['Happy', 'Theory', 'Accuracy', 'Goonjar']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Enigma6 Group,Cloud9,"['General', 'Kade', 'Proto', 'Royalty']","['ACHES', 'Assault', 'Xotic', 'Priest']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Red Reserve,FaZe Clan,"['Joee', 'Urban', 'Rated', 'Seany']","['Enable', 'ZooMaa', 'Attach', 'Gunless']",3,2,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Splyce,Millenium,"['Bance', 'MadCat', 'Jurd', 'Zer0']","['MarkyB', 'Peatie', 'Moose', 'QwiKeR']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Rise Nation,Supremacy,"['Loony', 'AquA', 'Faccento', 'FeLo']","['Vortex', 'Malls', 'Eazy', 'TonyJs']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Enigma6 Group,Rogue,"['General', 'Kade', 'Proto', 'Royalty']","['Pandur', 'GodRx', 'Johnny', 'Stamino']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Ghost Gaming,Splyce,"['SpaceLy', 'Maux', 'LlamaGod', 'Lacefield']","['Bance', 'MadCat', 'Jurd', 'Zer0']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,EUnited,Team Infused,"['SiLLY', 'Arcitys', 'Prestinni', 'Clayster']","['Alexx', 'Deleo', 'Niall', 'Nolson']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Fnatic,Str8 Rippin,"['Tommey', 'Wuskin', 'Skrapz', 'SunnyB']","['StuDyy', 'Dashy', 'Ricky', 'Temp']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Epsilon Esports,3sUP,"['Dqvee', 'Vortex', 'Hawqeh', 'Joshh']","['Mochila', 'DraMa', 'Swarley', 'ColeChan']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Fnatic,Evil Geniuses,"['Tommey', 'Wuskin', 'Skrapz', 'SunnyB']","['NAMELESS', 'Havok', 'Nagafen', 'Parasite']",3,0,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
2017-08-10 00:00:00,Rogue,Team MRN Black,"['Pandur', 'GodRx', 'Johnny', 'Stamino']","['Benji', 'Subsist', 'GefKid', 'Yohanson']",3,1,1,https%3A%2F%2Fliquipedia.net%2FCall_of_Duty_World_League%2F2017%2FChampionship
